id	year	place	place_abbrv	latitude	longitude	title	author	subjects	publisher
ocn312175886	1902	leipzig	gw	51.34198	12.37498	[die italienischen hausmöbel der renaissance]	[author:bode wilhelm]	[subject:möbel] [subject:renaissance]
ocn312200660	1929	leipzig	gw	51.34198	12.37498	[die meisterwerke die italienische renaissance]	[author:bruhns leo]	[publisher:seemann]
ocn312202047	1954	köln	gw	50.93835	6.95427	[die meisterwerke die italienische renaissance baumeister bilder und maler in italien]	[author:bruhns leo]	[publisher:seemann]
ocn312220478	1931	münchen	gw	48.13452	11.571	[sammlung dr rudolf ergas florenz auserlesene möbel der italienischen renaissance alte gemälde kunstgewerbe wandteppiche textilien versteigerung dienstag den 24 november 1931]	[author:ergas rudolf] [author:falke otto von]	[publisher:helbing]
ocn312222360	1996	ferrara		44.90343	12.00472	[italia ed europa nella linguistica del rinascimento l italia e il mondo romanzo]
ocn312222592	1996	ferrara		44.90343	12.00472	[italia ed europa nella linguistica del rinascimento l italia e l europa non romanza le lingue orientali]
ocn312233560		napoli	it	40.87618	14.5195	[studi istituto nazionale di studi sul rinascimento meridionale]
ocn312234044		jena	gw	50.9326	11.58678	[das zeitalter der renaissance ausgewählte quellen zur geschichte der italienischen kultur 2 serie]
ocn312243081	1994	seattle	wau	47.60621	-122.33207	[italian panel painting of the early renaissance in the collection of the losangeles county museum of art exhibition organized by the losangeles county museum of art and held there december 22 1994 march 12 1995]	[author:caroselli susan l]	[publisher:univ of washington press]
ocn312250205	1913	münchen	gw	48.13452	11.571	[die fünfundsiebenzig italienischen künstler novellen der renaissance welche handeln von giotto ghiberti donatello bronzino und manchen andern genannten und ungenannten]	[author:floerke hanns]
ocn312295127	1898	leipzig	gw	51.34198	12.37498	[kunstgeschichte in bildern die renaissance in italien bearb von g dehio]	[author:dehio georg]	[publisher:seemann]
ocn312303945	1960	basel	sz	47.55773	7.59361	[briefe erste jahre des historischen ordinariates in basel erscheinen der cultur der renaissance in italien und die kunst der renaissance in italien april 1858 bis ende 1867]	[author:burckhardt jacob]	[publisher:schwabe]
ocn312310491	1869	leipzig	gw	51.34198	12.37498	[die cultur kultur der renaissance in italien]	[author:burckhardt jacob]	[publisher:seemann]
ocn312310976	1869	leipzig	gw	51.34198	12.37498	[die cultur kultur der renaissance in italien]	[author:burckhardt jacob]	[publisher:seemann]
ocn312312765	1904	stuttgart	gw	48.77667	9.1775	[geschichte der renaissance in italien]	[author:holtzinger heinrich] [author:burckhardt jacob]	[publisher:neff]
ocn312315681	1970	weimar	gw	50.98038	11.3263	[renaissance und das 17 und 18 jahrhundert italienische gemälde und stiche]
ocn312342113	1940	firenze	it	45.63637	13.05136	[storia del teatro italiano il teatro del rinascimento commedia tragedia melodramma]	[author:apollonio mario]	[publisher:sansoni]
ocn312342707	1963	london	enk	51.51334	-0.08901	[italian high renaissance and baroque sculpture an introduction to italian sculpture john pope hennessy]	[author:pope hennessy john]	[publisher:phaidon]
ocn312342781	1963	london	enk	51.51334	-0.08901	[italian high renaissance and baroque sculpture an introduction to italian sculpture john pope hennessy]	[author:pope hennessy john]	[publisher:phaidon]
ocn312342852	1963	london	enk	51.51334	-0.08901	[italian high renaissance and baroque sculpture an introduction to italian sculpture john pope hennessy]	[author:pope hennessy john]	[publisher:phaidon]
ocn312382006	1995	leipzig	gw	51.34198	12.37498	[herzreise oder sanfte grüne heilige mitte antike renaissance mittelalter pikanta a italia reise tagebuch exlibris 1995 april]	[author:böttcher brigida]	[publisher:ed pikanta]
ocn312384966	1955	hamburg	gw	53.55	10	[geschichte der kunst die italienische renaissance baumeister bildner und maler in italien]	[author:bruhns leo]	[publisher:standard verl]
ocn312395143	1964	bergamo		41.89894	12.50082	[profilo dell arte italiana l arte gotica e il primo rinascimento]
ocn312395987	1964	bergamo		41.89894	12.50082	[profilo dell arte italiana dal rinascimento ai contemporanei]
ocn312436379	1995	wien	au	48.20849	16.37208	[gewalt und ideologie renaissance und militarisierung rechtsradikalen denkens nationale und internationale zusammenhänge vortrag im wiener rathaus am 2 märz 1995]	[author:benz wolfgang]	[subject:power social sciences] [subject:conservatism] [subject:rechtsradikalismus] [subject:politisches denken] [subject:ideology] [subject:political science]	[publisher:picus verl]
ocn312441337	1965	new york	nyu	40.758896	-73.985130	[the italian renaissance exhibited at the metropolitan museum of art nov 8 1965 jan 9 1966]	[author:stampfle felice] [author:bean jacob]	[publisher:metropolitan museum of art]
ocn312465848		cittadella		45.652	11.785
ocn312469780	1995	münchen	gw	48.13452	11.571	[der glanz der farnese kunst und sammelleidenschaft in der renaissance ausstellung 2 juni 27 august 1995 palazzo ducale di colorno parma 4 märz 21 mai 1995 haus der kunst münchen 2 juni 27 august 1995 galleria nazionale di capodimonte neapel 30 september 17 dezember 1995]	[author:fornari schianchi lucia] [author:vitali christoph]	[subject:renaissance]	[publisher:prestel]
ocn312471625	1996	firenze	it	45.63637	13.05136	[varietà linguistiche e pluralità di codici nel rinascimento]	[author:lepschy anna laura]	[subject:renaissance] [subject:italienische sprache] [subject:sprache] [subject:literatur] [subject:renaissance literatur] [subject:italienische literatur] [subject:geschichte] [subject:sprachwandel] [subject:italienisch]	[publisher:olschki]
ocn312482511	1995	paris	fr	48.86	2.34444	[architecture de la renaissance italienne de brunelleschi à michel ange présentée en premier lieu à venise au palazzo grassi du 31 mars au 6 novembre 1994 à berlin altes museum du 5 octobre au 7 janvier 1966]	[author:millon henry a]	[publisher:musée des monuments français u a]
ocn312520280	1930	london	enk	51.51334	-0.08901	[a corpus of italian medals of the renaissance before cellini text]	[author:hill george francis]	[publisher:british museum]
ocn312520298	1930	london	enk	51.51334	-0.08901	[a corpus of italian medals of the renaissance before cellini plates]	[author:hill george francis]	[publisher:british museum]
ocn312522424	1912	leipzig	gw	51.34198	12.37498	[die renaissancearchitektur in italien]	[author:frankl paul]	[publisher:teubner]
ocn312551122	1898	leipzig	gw	51.34198	12.37498	[handbuch der kunstgeschichte die renaissance in italien]	[author:springer anton]	[publisher:seemann]
ocn312563601	1927	muenchen		48.13452	11.571	[geschichte der italienischen kunst im zeitalter der renaissance das 14 und 15 jahrhundert]	[author:dvořák max]
ocn312563647	1928	muenchen		48.13452	11.571	[geschichte der italienischen kunst im zeitalter der renaissance das 16 jahrhundert 1]	[author:dvořák max]
ocn312564373	1995	berlin	gw	48.70032	9.01699	[die italienischen zeichnungen des 14 und 15 jahrhunderts im berliner kupferstichkabinett kritischer katalog zur erinnerung an den 150 geburtstag wilhelm von bodes zeigt das kupferstichkabinett unter dem titel die frühe renaissance in italien vom 21 oktober 1995 bis 21 januar 1996 eine auswahl der bestände anschließend vom 19 mai bis 14 juli 1996 im saarland museum saarbrücken]	[author:schulze altcappenberg hein thomas] [author:bode wilhelm]	[subject:zeichnung]	[publisher:staatliche museen zu berlin preußischer kulturbesitz]
ocn312569961	1891	milano	it	46.21023	10.82097	[arte italiana del rinascimento saggi crit di gustave frizzoni]	[author:frizzoni gustavo]	[publisher:dumolard]
ocn312570606	1953	darmstadt	gw	49.8825	8.67472	[die klassische kunst eine einführung in die italienische renaissance]	[author:wölfflin heinrich]	[publisher:wiss buchgemeinschaft]
ocn312597399	1955	bern	sz	46.94761	7.40645	[die renaissance eine kulturgeschichte italien von 1304 bis 1576]	[author:durant william j]	[publisher:francke]
ocn312630601	1981	naples	it	40.83333	14.25	[napoli e il risanamento recupero di una struttura urbana]	[author:alisio giancarlo]	[subject:architecture renaissance] [subject:architecture]	[dewey:720.28]	[publisher:edizioni scientifiche italiane]
ocn312644237	1996	london	enk	51.51334	-0.08901	[an introduction to italian sculpture italian renaissance sculpture]	[author:pope hennessy john]	[publisher:phaidon]
ocn312644334	1996	london	enk	51.51334	-0.08901	[an introduction to italian sculpture italian high renaissance and baroque sculpture]	[author:pope hennessy john]	[publisher:phaidon]
ocn312647632	1971	stockholm	sw	59.32206	17.99695	[welsche giebel ein italienisches renaissancemotiv und seine verbreitung in mittel und nordeuropa]	[author:unnerbäck eyvind]	[publisher:almquist & wiksell]
ocn312655906	1986	mugello	it	43.95	11.4	[echi e presenze donatelliane in mugello]	[subject:sculpture italian] [subject:sculpture renaissance] [subject:influence literary artistic etc]	[publisher:comuni di barberino di mugello]
ocn312656895	1993	heidelberg	gw	52.50833	13.32231	[hohelied motetten der italienischen renaissance]	[author:bassano giovanni] [author:grandi alessandro] [author:kapsberger johannes hieronymus] [author:caesar johann martin] [author:cima giovanni paolo]	[publisher:christophorus]
ocn312663604	1946	paris	fr	48.86	2.34444	[les origines italiennes de l architecture théâtrale moderne l évolution des formes en italie de la renaissance à la fin du xvii siècle]	[author:leclerc hélène]	[subject:theater architecture] [subject:theaters]	[publisher:e droz]
ocn312685398	1963	roma	it	44.00484	12.65874	[il palazzo pazzi a firenze contributo dell inps alla conservazione e alla migliore conoscenza di uno dei piu insigni monumenti del rinascimento italiano]	[author:moscato arnoldo]	[subject:architecture domestic]	[publisher:servizio affari generali dell inps]
ocn312687985	1900	boston	mau	42.364506	-71.038887	[italian renaissance architecture & decoration selected from the choicest edifices in the principal cities of italy by the most noted italian artists]	[author:polley george h]	[subject:architecture renaissance] [subject:architecture]	[publisher:g h polley]
ocn312704936	1976	wien	au	48.20849	16.37208	[ausstellung italienische kleinplastiken zeichnungen und musik der renaissance waffen des 16 und 17 jahrhunderts schloss schallaburg 1 mai 2 november 1976]	[author:feuchtmüller rupert]	[publisher:amt d nö landesregierung abt iii 2 kulturabt]
ocn312725529	1966	wien	au	48.20849	16.37208	[die kunst der graphik renaissance in italien 16 jahrhundert ausstellung 18 februar bis 18 mai 1966]
ocn312742586	1888	münchen	gw	48.13452	11.571	[renaissance und barock eine untersuchung über wesen und entstehung des barockstils in italien]	[author:wölfflin heinrich]	[publisher:ackermann]
ocn312750740	1895	paris	fr	48.86	2.34444	[histoire de l art pendant la renaissance italie la fin de la renaissance michel ange le corrège les vénitiens]	[author:müntz eugène]	[publisher:hachette]
ocn312844022	1985	firenze	it	45.63637	13.05136	[medaglie italiane del rinascimento nel museo nazionale del bargello 1513 1640]	[publisher:ass amici del bargello]
ocn312844162	1985	firenze	it	45.63637	13.05136	[medaglie italiane del rinascimento nel museo nazionale del bargello 1513 1640]	[publisher:ass amici del bargello]
ocn312846830	1997	london	enk	51.51334	-0.08901	[the drawings of filippino lippi and his circle this publication is issued in conjunction with the exhibition the drawings of filippino lippi and his circle organized by the metropolitan museum of art new york and held there from october 28 1997 to january 11 1998]	[author:lippi filippino] [author:goldner george r] [author:bambach carmen]	[subject:drawing renaissance] [subject:lippi] [subject:drawing italian]	[dewey:741.9]	[publisher:harry n abrams]
ocn312847256	1997	genève	sz	46.20576	6.14161	[l art d imiter images de la renaissance italienne au musée d art et d histoire falsifications manipulations pastiches musée d art et d histoire genève du 14 mars au 28 septembre]	[author:natale mauro] [author:ritschard claude]	[publisher:musée d art et d histoire]
ocn312883262	2009	toronto	onc	44.57302	-96.64255	[writing gender in women s letter collections of the italian renaissance]	[author:ray meredith k]	[subject:femmes et littérature] [subject:frau] [subject:italian prose literature] [subject:brief] [subject:prose italienne] [subject:italian letters] [subject:italienisch] [subject:soziale rolle] [subject:women and literature] [subject:écrits de femmes] [subject:lettres genre littéraire italiennes] [subject:correspondance italienne] [subject:letter writing italian]	[publisher:university of toronto press]
ocn312886300	1933	berlin	gw	48.70032	9.01699	[die italienischen und spanischen bildwerke der renaissance und des barock die bildwerke in stein holz ton und wachs]	[author:schottmüller frida]	[publisher:de gruyter]
ocn312886326	1930	berlin	gw	48.70032	9.01699	[die italienischen und spanischen bildwerke der renaissance und des barock bronzestatuetten büsten u gebrauchsgegenstände]	[author:bode wilhelm]	[publisher:de gruyter]
ocn312894519	1896	leipzig	gw	51.34198	12.37498	[handbuch der kunstgeschichte die renaissance in italien]	[author:springer anton]	[publisher:seemann]
ocn312899620	1984	firenze	it	45.63637	13.05136	[medaglie italiane del rinascimento nel museo nazionale del bargello 1400 1530]	[publisher:ass amici del bargello]
ocn312911483		leipzig	gw	51.34198	12.37498	[italienische renaissance original aufnahmen von architektonischen details flächendecorationen plastischen ornamenten und kunstgewerblichen erzeugnissen in systematischer gruppirung]
ocn312923636	1904	leipzig	gw	51.34198	12.37498	[handbuch der kunstgeschichte die renaissance in italien]	[author:springer anton]	[publisher:seemann]
ocn312931867	1996	modena	it	44.65457	10.93026	[astrologia arte e cultura in età rinascimentale questo volume accompagna la mostra astrologia arte e cultura nell età rinascimentale biblioteca estense universitaria di modena 9 novembre 1996 31 gennaio 1997 art and culture in the renaissance]	[author:milano ernesto] [author:bini daniele]	[dewey:133]	[publisher:bulino]
ocn312942190	1901	münchen	gw	48.13452	11.571	[quellen für maltechnik während der renaissance und deren folgezeit xvi xviii jahrhundert in italien spanien d niederlanden deutschland frankreich u england nebst dem de mayerne manuskript]	[author:berger ernst]	[publisher:callwey]
ocn312949265	1913	leipzig	gw	51.34198	12.37498	[palast und villa in toscana die renaissance und barockvilla in italien bernhard patzak]	[author:patzak bernhard]	[publisher:klinkhardt & biermann]
ocn312960365	1897	berlin	gw	48.70032	9.01699	[oberitalienische frührenaissance die gothik des mailänder domes und der übergangsstil]	[author:meyer alfred gotthold]	[publisher:ernst]
ocn312962415	1967	milano	it	46.21023	10.82097	[scultura italiana il rinascimento franco russoli]	[author:russoli franco]	[publisher:electa]
ocn312980827	1928	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of florence in the 15 century the first generation]	[author:marle raimond van]	[publisher:nijhoff]
ocn312980860	1929	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of florence in the 15 century the second generation]	[author:marle raimond van]	[publisher:nijhoff]
ocn312980876	1931	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of florence in the 15 century the third generation]	[author:marle raimond van]	[publisher:nijhoff]
ocn312980902	1931	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of florence in the 15 century the third generation]	[author:marle raimond van]	[publisher:nijhoff]
ocn312980960	1933	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of umbria]	[author:marle raimond van]	[publisher:nijhoff]
ocn312980983	1934	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of central and southern italy]	[author:marle raimond van]	[publisher:nijhoff]
ocn312981005	1937	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of tuscany]	[author:marle raimond van]	[publisher:nijhoff]
ocn312981029	1935	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of venice ant vivarini the bellini cima basaiti]	[author:marle raimond van]	[publisher:nijhoff]
ocn312981052	1936	the hague	ne	52.07667	4.29861	[the development of the italian schools of painting the renaissance painters of venice the crivelli b and alv vivarini carpaccio etc]	[author:marle raimond van]	[publisher:nijhoff]
ocn312988863	1941	wien	au	48.20849	16.37208	[freskobildnisse der frührenaissance mit einer auswahl aus den künstlerbiographien von giorgio vasari est le vite de più eccellenti architetti pittori et scultori italiani da cimabue insino a tempi nostri dt]	[author:vasari giorgio] [author:misar hans]	[publisher:metten misar]
ocn313004811	1922	berlin	gw	48.70032	9.01699	[beschreibung der bildwerke der christlichen epochen bd 2 die italienischen bronzen der renaissance und des barock]	[author:bange ernst friedrich]	[publisher:de gruyter]
ocn313010251	1998	london	enk	51.51334	-0.08901	[italian renaissance drawings from the collection of sir john soane s museum]	[publisher:azimuth editions]
ocn313015047	1997	milano	it	46.21023	10.82097	[dalla bibbia di corradino a jacopo della quercia sculture e miniature italiane del medioevo e del rinascimento catalogo edito in occasione della mostra dalla bibbia di corradino a jacopo della quercia milano 15 maggio 20 giugno 1997 galleria nella longari milano]	[author:bacchi andrea]	[dewey:730]	[publisher:galleria nella longari]
ocn313034570	1997	new york	nyu	40.758896	-73.985130	[renaissance humanism at the court of clement vii francesco berni s dialogue against poets in context studies with an edition and translation]	[author:berni francesco] [author:reynolds anne]	[subject:berni] [subject:papst] [subject:dialog literaturgattung] [subject:papal states] [subject:italian poetry] [subject:hof] [subject:humanismus] [subject:literarisches leben] [subject:geschichte] [subject:lyriker] [subject:italienisch]	[publisher:garland]
ocn313041789	1912	leipzig	gw	51.34198	12.37498	[palast und villa in toscana die renaissance und barockvilla in italien bernhard patzak]	[author:patzak bernhard]	[publisher:klinkhardt & biermann]
ocn313085642	1903	stuttgart	gw	48.77667	9.1775	[grundriß der kunstgeschichte die kunst der renaissance in italien und im norden von wilhelm lübke]	[author:semrau max]	[publisher:neff]
ocn313106421	1966	new york	nyu	40.758896	-73.985130	[a history of italian furniture from the fourteenth to the early nineteenth centuries gothic and renaissance furniture]	[author:odom william m]	[publisher:archive press]
ocn313131688	1998	london	enk	51.51334	-0.08901	[italian renaissance drawings from the collection of sir john soane s museum]	[publisher:azimuth editions]
ocn313147294	1924	new york city	nyu	40.71427	-74.00597	[gothic and renaissance italian and french art gathered by raoul tolentino expert antiquarian of rome fourth session april 25 1924]	[author:tolentino raoul]	[publisher:american art association]
ocn313168889	1993	firenze	it	45.63637	13.05136	[italia polonia e spagna architettura e trattatistica nel rinascimento]	[author:vasić vatovec corinna]	[publisher:pontecorboli]
ocn313310282	1986	freiburg im breisgau	gw	47.99416	7.84701	[canti carnascialeschi karnevalslieder der italienischen renaissance]	[author:lasso orlando di] [author:cara marchetto] [author:tromboncino bartolomeo] [author:coppini alessandro] [author:willaert adrian] [author:josquin] [author:isaac heinrich] [author:stringari antonio] [author:cimello tomaso] [author:rossinus] [author:mayr michael] [author:lurano filippo] [author:nola giovan domenico]	[publisher:christophorus verl]
ocn313361195	1988	berlin	gw	48.70032	9.01699	[50 novellen der italienischen renaissance]	[publisher:aufbau verl]
ocn313361270	1988	berlin	gw	48.70032	9.01699	[50 novellen der italienischen renaissance]	[publisher:aufbau verl]
ocn313439475	1999	london	enk	51.51334	-0.08901	[raphael and his circle drawings from windsor castle the queen s gallery london 21 may 1999 10 october 1999 the j paul getty museum los angeles 31 october 2000 9 january 2001]	[author:clayton martin]	[subject:raphael] [subject:drawing renaissance] [subject:drawing italian]	[dewey:741.9]	[publisher:merrell holberton]
ocn313454322	1999	jülich		50.92533	6.3627	[italienische renaissancebaukunst an schelde maas und niederrhein stadtanlagen zivilbauten wehranlagen tagungshandbuch]	[author:bers günter]	[subject:fortification] [subject:befestigung] [subject:architektur] [subject:architecture italian] [subject:bauwerk] [subject:architecture renaissance] [subject:kongress] [subject:städtebau] [subject:bauen]
ocn313455175	1975	wien	au	48.20849	16.37208	[italienische zeichnungen der renaissance zum 50 geburtsjahr michelangelos]	[author:michelangelo]	[publisher:graphische sammlung albertina]
ocn313456842	1907	berlin	gw	48.70032	9.01699	[die italienischen bronzestatuetten der renaissance die meister der spätrenaissance]	[author:bode wilhelm]	[publisher:cassirer]
ocn313465882	1889	paris	fr	48.86	2.34444	[histoire de l art pendant la renaissance italie]	[author:müntz eugène]	[publisher:hachette]
ocn313518498	1985	firenze	it	45.63637	13.05136	[il rinascimento nell italia meridionale]	[author:gothein eberhard] [author:persico tommaso]	[publisher:casa ed le lettere]
ocn313538977	1999	london	enk	51.51334	-0.08901	[selected works renaissance and reform the italian contribution]	[author:yates frances a]	[publisher:routledge]
ocn313547468	1955	new york	nyu	40.758896	-73.985130	[italian renaissance paintings with musical subjects]	[publisher:libra press]
ocn313565061	2000	london	enk	51.51334	-0.08901	[encyclopedia of italian renaissance and mannerist art grove encyclopedias of european art]	[publisher:macmillan]
ocn313565290	2000	london	enk	51.51334	-0.08901	[encyclopedia of italian renaissance and mannerist art grove encyclopedias of european art]	[publisher:macmillan]
ocn313590060	1966	braunschweig	gw	52.26471	10.52333	[triumph der renaissance meisterwerke der bedeutendsten italienischen maler des 15 jahrhunderts]	[author:lindemann gottfried]	[publisher:westermann]
ocn313605103	2000	firenze	it	45.63637	13.05136	[lettere e arti nel rinascimento atti del x convegno internazionale su lettere e arti nel rinascimento svoltosi a chianciano pienza 20 23 luglio 1998]	[author:rotondi secchi tarugi luisa]	[subject:literatur] [subject:geschichte] [subject:renaissance] [subject:italienisch]	[publisher:franco cesati]
ocn313622695	2000	wiesbaden	gw	50.08168	8.2389	[deutschland und italien in ihren wechselseitigen beziehungen während der renaissance akten des arbeitsgesprächs des wolfsbütteler arbeitskreises für renaissanceforschung in der herzog august bibliothek vom 21 23 september 1998]	[author:guthmüller bodo]	[publisher:harrassowitz]
ocn313623092	1975	milano	it	46.21023	10.82097	[il rinascimento nell italia meridionale]	[author:pane roberto]	[publisher:ed di comunità]
ocn313631731	1950	geneva	sz	46.20576	6.14161	[italian painting the creators of the renaissance]	[author:venturi lionello]	[publisher:skira]
ocn313631763	1951	geneva	sz	46.20576	6.14161	[italian painting the renaissance]	[author:venturi lionello]	[publisher:skira]
ocn313632002	1937	stockholm	sw	59.32206	17.99695	[italiensk renässans bonniers allmänna konsthistoria under red av axel l romdahl]	[author:paulsson gregor]	[publisher:bonniers]
ocn313632034	1937	stockholm	sw	59.32206	17.99695	[italiensk renässans bonniers allmänna konsthistoria under red av axel l romdahl]	[author:paulsson gregor]	[publisher:bonniers]
ocn313643312	1914	berlin	gw	48.70032	9.01699	[beschreibung der bildwerke der christlichen epochen bd 2 die italienischen bronzen der renaissance und des barock]	[publisher:de gruyter]
ocn313647620	2000	new york	nyu	40.758896	-73.985130	[michelangelo]	[author:ottmann klaus] [author:michelangelo]	[subject:art italian] [subject:artists] [subject:michelangelo] [subject:art renaissance]	[dewey:709.2]	[publisher:abrams u a]
ocn313649815	2009	paris	fr	48.86	2.34444	[le dessin à florence au temps de michel ange]	[author:brugerolles emmanuelle]	[subject:tekeningen] [subject:drawing renaissance] [subject:drawing italian]	[publisher:école nationale supérieure des beaux arts]
ocn313662342	1885	leipzig	gw	51.34198	12.37498	[die cultur der renaissance in italien ein versuch]	[author:geiger ludwig] [author:burckhardt jacob]	[subject:civilization] [subject:renaissance]	[publisher:e a seemann]
ocn313664435	2001	paris	fr	48.86	2.34444	[andrea palladio l oeuvre architecturale]	[author:burns howard] [author:padoan antonio] [author:beltramini guido] [author:guidolotti pino]	[subject:architecture de la renaissance] [subject:architecture italienne] [subject:constructions] [subject:architecture religieuse de la renaissance] [subject:villas] [subject:théâtres] [subject:architecture domestique de la renaissance]	[dewey:720.9]	[publisher:flammarion]
ocn313666787	2001	milano	it	46.21023	10.82097	[aspetti dell abitare in italia tra 15 e 16 secolo distribuzione funzioni e impianti]	[author:scotti aurora]	[subject:architecture renaissance] [subject:architecture domestic]	[dewey:720]	[publisher:unicopli]
ocn313668197	1999	firenze	it	45.63637	13.05136	[italy and the low countries artistic relations the fifteenth century]	[author:schmidt victor michael]	[subject:art flemish] [subject:panel painting renaissance] [subject:panel painting italian]	[publisher:centro di]
ocn313669581	2002	florence	it	43.78645	11.24892	[villa i tatti the harvard university center for italian renaissance studies forty years 1961 62 2001 02]	[author:mason alexa]	[subject:research institutes] [subject:renaissance] [subject:villas]	[publisher:villa i tatti]
ocn313674912	1934	london	enk	51.51334	-0.08901	[stones of rimini]	[author:stokes adrian durham]	[subject:sculpture italian] [subject:sculpture renaissance]	[publisher:faber & faber]
ocn313677027	1957	london	enk	51.51334	-0.08901	[an introduction to italian renaissance painting mit tafeln]	[author:gould cecil]	[publisher:phaidon]
ocn313679984	1929	wien	au	48.20849	16.37208	[meister und meisterwerke der steinschneidekunst in der italienischen renaissance textband]	[author:kris ernst]	[publisher:schroll]
ocn313680002	1929	wien	au	48.20849	16.37208	[meister und meisterwerke der steinschneidekunst in der italienischen renaissance bilderband]	[author:kris ernst]	[publisher:schroll]
ocn313680770	1948	milano	it	46.21023	10.82097	[storia dell arte italiana il rinascimento il quattrocento e il cinquecento]	[publisher:casa ed ceschina]
ocn313709211	1958	detroit	miu	44.73401	-122.1498	[decorative arts of the italian renaissance 1400 1600]	[author:grigaut paul l]	[subject:art italian] [subject:art renaissance]	[publisher:s n]
ocn313718257	1870	leipzig	gw	51.34198	12.37498	[die renaissance architektur italiens aufrisse durchschnitte und details in 135 lithographirten tafeln]	[author:peyer im hof j fr]	[publisher:e a seemann]
ocn313719750	1984	leipzig	gw	51.34198	12.37498	[die kunst zu lieben italienische renaissancenovellen]	[author:ketzel albrecht] [author:keller adelbert von]	[publisher:reclam]
ocn313771111	1903	frankfurt am main	gw	50.11035	8.67185	[bibliothek eugen müntz die kunst der renaissance in italien 1420 1600]	[publisher:baer]
ocn313771144	1904	frankfurt am main	gw	50.11035	8.67185	[bibliothek eugen müntz die kunst der renaissance außerhalb italiens]	[publisher:baer]
ocn313786441	1954	stockholm	sw	59.32206	17.99695	[arkitekturens formspråk renässansen i italien 1420 1620]	[author:lundberg erik]	[publisher:nordisk rotogravyr]
ocn313786832	1956	stockholm	sw	59.32206	17.99695	[arkitekturens formspråk sengotiken samt renässansen utanför italien 1420 1540]	[author:lundberg erik]	[publisher:nordisk rotogravyr]
ocn313786979	1957	stockholm	sw	59.32206	17.99695	[arkitekturens formspråk renässansen utanför italien 1540 1620]	[author:lundberg erik]	[publisher:nordisk rotogravyr]
ocn313803945	1986	münchen	gw	48.13452	11.571	[caravaggio derek jarmans bewegender film über den letzten großen italienischen maler der renaissance]	[author:terry nigel] [author:bean sean] [author:beristain gabriel] [author:jarman derek] [author:turner simon] [author:cooper garry]	[publisher:arthaus]
ocn313849456	1919	leipzig	gw	51.34198	12.37498	[die kultur der renaissance in italien]	[author:geiger ludwig] [author:burckhardt jacob]	[publisher:kröner]
ocn313849468	1919	leipzig	gw	51.34198	12.37498	[die kultur der renaissance in italien]	[author:geiger ludwig] [author:burckhardt jacob]	[publisher:kröner]
ocn313851430	1980	leipzig	gw	51.34198	12.37498	[späße und streiche der italienischen renaissance novellen]	[author:hausmann manfred] [author:wolter christine]	[publisher:reclam]
ocn313871359	1900	berlin	gw	48.70032	9.01699	[oberitalienische frührenaissance die blüthezeit]	[author:meyer alfred gotthold]	[publisher:ernst]
ocn313883141	1999	aldershot		51.24827	-0.76389	[the renaissance theatre english and italian theatre]	[dewey:822.3]
ocn313901662	1956	milano	it	46.21023	10.82097	[storia dell arte italiana il rinascimento]	[author:bottari stefano]	[publisher:principato]
ocn313902305	2001	trento		45.49525	12.61503	[vergilio nel rinascimento italiano il trecento ed il quattrocento]	[author:zabughin vladimiro]
ocn313902680	2001	trento		45.49525	12.61503	[vergilio nel rinascimento italiano il cinquecento]	[author:zabughin vladimiro]
ocn313927084	1884	berlin	gw	48.70032	9.01699	[die gartenkunst der italienischen renaissance zeit mit 21 lichtdrucktafeln u 52 textbildern]	[author:tuckermann w p]	[publisher:parey]
ocn313961514	1905	münchen	gw	48.13452	11.571	[sammlung kunstmaler karl hartmann münchen antiquitäten vorwiegend der gotik und renaissance deutsche und italienische oelgemälde der frühepoche antike terracotten tanagrafiguren vasen schmuckgegenstände etc etc]	[author:hartmann karl]
ocn313975397	2002	firenze	it	45.63637	13.05136	[pastiglia boxes hidden treasures of the italian renaissance publ on the occasion of the exhibition pastiglia boxes hidden treasures of the italian renaissance from the collections of galleria nazionale d arte rome lowe art museum miami february 13 april 28 2002 cofanetti in pastiglia]	[author:sacchi cecilia]	[dewey:745]	[publisher:centro di]
ocn313986423	1899	mirandola		45.14951	9.68248	[giovanni pico della mirandola nella storia del rinascimento e della filosofia in italia]
ocn314018109	2001	berlin	gw	48.70032	9.01699	[chiaroscuro italienische farbholzschnitte der renaissance und des barock casa di goethe rom 25 4 2001 23 7 2001 kunstsammlungen zu weimar 19 8 2001 21 10 2001 haus der kunst münchen 17 10 2002 12 1 2003]	[author:mildenberger hermann] [author:graf dieter]	[publisher:g h verl]
ocn314123620	1930	milano	it	46.21023	10.82097	[storia della letteratura italiana per uso dei licei il rinascimento]	[author:rossi vittorio]	[publisher:vallardi]
