id	year	place	place_abbrv	latitude	longitude	title	author	subjects	publisher
ocm30393531 	1988	messina	it	38.19626	15.55715	[francesco maurolico tra rinascimento e scienza galileiana materiali e ricerche]	[author:moscheo rosario]	[subject:histoire] [subject:mathematics] [subject:sciences] [subject:italie] [subject:mathematik] [subject:manuscripts] [subject:science]	[publisher:società messinese di storia patria]
ocm30413858 	1992	viterbo	it	42.41783	12.10856	[mediterraneum ceramica spagnola in italia tra medioevo e renascimento ceramica espanola en italia entre el medioevo y el renascimiento]	[author:guidotti carmen ravanelli]	[subject:pottery spanish] [subject:céramique espagnole] [subject:céramique médiévale] [subject:pottery medieval] [subject:barcelone]	[publisher:favl edizioni artistiche]
ocm30429323 	1989	mantova	it	45.15208	10.77379	[mantova itinerari giulieschi]	[author:braglia riccardo]	[subject:art italian] [subject:art renaissance]	[publisher:edizioni rossi]
ocm30436733 	1994	new york	nyu	40.758896	-73.985130	[andrea mantegna padua and mantua]	[author:mantegna andrea] [author:christiansen keith]	[subject:muurschilderingen] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:camera degli sposi castello di san giorgio mantua italy] [subject:peinture et décoration murales de la renaissance]	[publisher:g braziller]
ocm30443925 	1989	rome	it	41.88979	12.49065	[tra mito e allegoria immagini a stampa nel 500 e 600]	[author:massari stefania] [author:prosperi valenti rodinò simonetta]	[subject:prints renaissance] [subject:geschichte 1500 1600] [subject:prints italian] [subject:druckgraphik] [subject:symbolism in art] [subject:engraving italian] [subject:art and mythology] [subject:katalog]	[publisher:istituto nazionale per la grafica]
ocm30459355 	1993	roma	it	44.00484	12.65874	[firenze del cinquecento]	[author:borsi franco]	[subject:art italian] [subject:art renaissance] [subject:art florentine]	[publisher:editalia]
ocm30469734 	1993	bruxelles	be	50.85045	4.34878	[de giorgione à tiepolo dessins italiens du 15e au 18e siècle dans les collections privées et publiques de belgique 8 octobre 1993 12 décembre 1993 musée communal d ixelles]	[author:boëlens van waesberghe benôit]	[subject:tekeningen] [subject:kunstcollecties] [subject:drawing italian] [subject:dessin de la renaissance] [subject:ixelles] [subject:dessin italien] [subject:dessin]	[publisher:martial et snoeck]
ocm30470072 	1992	milano	it	46.21023	10.82097	[la cappella brancacci la scienza per masaccio masolino e filippino lippi]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:peinture et décoration murales de la renaissance]	[dewey:751.6]	[publisher:olivetti]
ocm30489652 	1994	firenze	it	45.63637	13.05136	[giovanni santi e l affresco di cagli]	[author:varese ranieri] [author:layard austen henry]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:centro di]
ocm30514376 	1993	milano	it	46.21023	10.82097	[raphael in the apartments of julius ii and leo x papal monuments museums galleries]	[author:cornini guido]	[subject:bildband] [subject:wandmalerei] [subject:stanze di raffaello vatican palace vatican city] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:electa]
ocm30518762 	1994	new york	nyu	40.758896	-73.985130	[what makes a leonardo a leonardo]	[author:mühlberger richard]	[subject:art appreciation] [subject:painting renaissance] [subject:painting italian]	[publisher:metropolitan museum of art]
ocm30521081 	1993	washington	dcu	47.50012	-120.50147	[titian 500]	[author:manca joseph]	[subject:pintura italia] [subject:painting renaissance] [subject:painting italian] [subject:arte seculo 16] [subject:pintura historia] [subject:beeldende kunsten]	[dewey:709]	[publisher:national gallery of art]
ocm30534713 	1994	paris	fr	48.86	2.34444	[la peinture à florence et à sienne après la peste noire les arts la religion la société au milieu du xive siècle]	[author:le bourg dominique] [author:didi huberman georges] [author:meiss millard]	[subject:peinture médievale] [subject:painting sienese] [subject:peinture de la renaissance] [subject:peste dans l art] [subject:painting renaissance] [subject:painting italian] [subject:painting florentine] [subject:peinture italienne] [subject:peinture médiévale] [subject:peinture]	[publisher:hazan]
ocm30555365 	1992	roma	it	44.00484	12.65874	[lorenzo il magnifico]	[author:cherubini giovanni] [author:cardini franco]	[subject:art italian] [subject:art patronage] [subject:art renaissance] [subject:art] [subject:art de la renaissance]	[publisher:liberia dello stato]
ocm30563927 	1993	roma	it	44.00484	12.65874	[ceramiche rinascimentali a udine e altri materiali dello scavo del palazzo savorgnan di piazza venerio]	[author:buora maurizio] [author:tomadin vinicio]	[subject:pottery italian] [subject:antiquities] [subject:fouilles archéologie] [subject:pottery] [subject:pottery renaissance] [subject:céramique de la renaissance]	[dewey:270]	[publisher:l erma di bretschneider]
ocm30581140 	1993	modena	it	44.65457	10.93026	[la pittura nell emilia e nella romagna raccolta di scritti sul trecento e quattrocento]	[author:volpe carlo] [author:peruzzi lucia] [author:benati daniele]	[subject:painting renaissance] [subject:painting italian] [subject:painting gothic]	[publisher:artioli]
ocm30582980 	1992	soncino	it	45.29443	9.07173	[la chiesa di s maria delle grazie in soncino]	[author:de santis marco] [author:merlo g]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:pro loco]
ocm30585024 	1993	pistoia	it	43.92125	10.92361	[italia 1350 1450 tra crisi trasformazione sviluppo tredicesimo convegno di studi pistoia 10 13 maggio 1991]	[subject:middle ages] [subject:renaissance]	[publisher:presso la sede del centro]
ocm30602420 	1993	napoli	it	40.87618	14.5195	[raffaello michelangelo e bottega i cartoni farnesiani restaurati]	[author:muzii cavallo rossana]	[subject:drawing] [subject:drawing italian] [subject:naples] [subject:dessin de la renaissance] [subject:drawing renaissance] [subject:dessin italien] [subject:dessin]	[publisher:electa]
ocm30609960 	1993	milano	it	46.21023	10.82097	[raffaello nell appartamento di giulio ii e leone x monumenti musei gallerie pontificie]	[author:raphael] [author:cornini guido]	[subject:stanze di raffaello vatican palace vatican city] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:stanze]	[publisher:electa]
ocm30661935 	1992	ferrara	it	44.90343	12.00472	[lo zodiaco del principe i decani di schifanoia]	[author:bonora maurizio]	[subject:zodiaque] [subject:zodiac in art] [subject:mural painting and decoration italian] [subject:peinture et décoration murales] [subject:ferrare] [subject:mural painting and decoration renaissance] [subject:peinture et décoration murales de la renaissance]	[publisher:maurizio tosi]
ocm30666915 	1994	oxford	enk	51.75315	-1.23854	[artistic theory in italy 1450 1600]	[author:blunt anthony]	[subject:artists] [subject:art italian] [subject:painting renaissance] [subject:painting italian] [subject:art renaissance] [subject:aesthetics]	[publisher:oxford university press]
ocm30668529 	1990	pescara	it	40.551	15.22475	[castelli e la maiolica cinquecentesca italiana atti del convegno in pescara 22 25 aprile 1989]	[subject:majolique] [subject:majolica italian] [subject:pescara] [subject:majolique de la renaissance]	[publisher:sala]
ocm30728416 	1993	heidelberg	gw	52.50833	13.32231	[hohelied motetten der italienischen renaissance]	[author:kapsperger giovanni girolamo] [author:cesare giovanni martino] [author:frescobaldi girolamo] [author:bernardi steffano] [author:rigatti giovanni antonio] [author:merula tarquinio] [author:bassano giovanni]	[subject:sacred songs high voice with continuo] [subject:song of solomon music] [subject:motets] [subject:music]	[publisher:christophorus]
ocm30737432 	1994	glasgow	stk	55.86515	-4.25763	[the italian renaissance print]	[subject:prints italian] [subject:gravure de la renaissance] [subject:prints renaissance] [subject:gravure italienne] [subject:glasgow]	[publisher:hunterian art gallery]
ocm30747127 	1972	london	enk	51.51334	-0.08901	[drawings by michelangelo raphael & leonardo and their contemporaries]	[author:michelangelo buonarroti] [author:raphael] [author:leonardo]	[subject:drawing renaissance] [subject:drawing italian]	[publisher:publisher not identified]
ocm30770269 	1994	firenze	it	45.63637	13.05136	[dipinti sculture e ceramiche della galleria nazionale dell umbria studi e restauri]	[author:garibaldi vittoria] [author:bon caterina]	[subject:kunstbesitz] [subject:art italian] [subject:art renaissance] [subject:art medieval] [subject:restaurierung] [subject:katalog]	[publisher:arnaud]
ocm30774714 	1984	lodi	it	44.74346	11.76503	[la gloria ritrovata nel convento di s domenico sulla volta della cappella del s s rosario]	[subject:ceilings] [subject:painting renaissance] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:biblioteca laudense]
ocm30774843 	1993	milano	it	46.21023	10.82097	[giovanni antonio amadeo scultura e architettura del suo tempo]	[author:shell janice] [author:castelfranchi vegas liana]	[subject:renaissance] [subject:pavie] [subject:art italian] [subject:art de la renaissance] [subject:bergame] [subject:art] [subject:art renaissance] [subject:kunst] [subject:kongress] [subject:milan]	[publisher:cisalpino]
ocm30775097 	1991	new york	nyu	40.758896	-73.985130	[piero corsini venetian paintings from titian to el greco]	[author:dabell frank]	[subject:painting] [subject:painting renaissance] [subject:painting italian]	[publisher:p corsini]
ocm30781970 	1993	oxford	enk	51.75315	-1.23854	[art and politics in renaissance italy british academy lectures]	[author:holmes george]	[subject:renaissance] [subject:art et politique] [subject:art italian] [subject:kultur] [subject:art de la renaissance] [subject:politiek] [subject:art and state] [subject:art renaissance] [subject:kunst] [subject:aufsatzsammlung] [subject:art patronage] [subject:politik]	[publisher:published for the british academy by oxford university press]
ocm30822638 	1992	roma	it	44.00484	12.65874	[old master drawings an exhibition at new york january 15th march 30th 1992 margot gordon roma 15 aprile 31 maggio 1992 galleria marcello aldega]	[author:gordon margot] [author:aldega marcello]	[subject:drawing renaissance] [subject:drawing baroque] [subject:drawing italian]	[publisher:fabrizio pozzilli editore]
ocm30825675 	1993	milano	it	46.21023	10.82097	[la pala d altare nel rinascimento]	[author:chastel andré] [author:lorgues lapouge christiane]	[subject:renaissance] [subject:altarpieces italian] [subject:altaarstukken] [subject:painting renaissance] [subject:retabels] [subject:painting gothic] [subject:christian art and symbolism]	[publisher:garzanti]
ocm30832630 	1939	wien	au	48.20849	16.37208	[kultur und kunst der renaissance in italien]	[author:burckhardt jacob]	[subject:civilization] [subject:renaissance]	[publisher:bernina]
ocm30871246 	1988	darmstadt	gw	49.8825	8.67472	[geschichte italiens in mittelalter und renaissance]	[author:goez werner]	[publisher:wissenschaftliche buchgesellschaft]
ocm30871487 		stuttgart	gw	48.77667	9.1775	[die klassiker der malerei italienische früh und hochrenaissance eine sammlung ihrer berühmtesten werke mit erläuterndem texte]	[author:krell p f] [author:eisenmann o]	[subject:painting renaissance] [subject:painting italian]
ocm30891509 	1994	napoli	it	40.87618	14.5195	[il rinascimento e l età barocca]	[author:pugliese carratelli giovanni]	[subject:art italian] [subject:civilization] [subject:art renaissance] [subject:art de la renaissance] [subject:art baroque]	[publisher:electa]
ocm30891872 	1994	new york	nyu	40.758896	-73.985130	[painting and illumination in early renaissance florence 1300 1450]	[author:kanter laurence b]	[subject:schilderkunst] [subject:illumination of books and manuscripts italian] [subject:geïllustreerde handschriften] [subject:illumination of books and manuscripts renaissance]	[dewey:745.6]	[publisher:metropolitan museum of art]
ocm30893623 	1993	milano	it	46.21023	10.82097	[ceramiche rinascimentali dei musei civici di padova]	[author:banzato d] [author:munarini michelangelo]	[subject:pottery italian] [subject:padoue] [subject:keramiek] [subject:pottery] [subject:céramique] [subject:pottery renaissance] [subject:céramique de la renaissance]	[publisher:electa]
ocm30893732 	1995	san diego	cau	33.0282	-116.77021	[italian renaissance]	[author:clare john d]	[subject:civilization] [subject:renaissance]	[publisher:harcourt brace]
ocm30914817 	1994	leiden	ne	52.15833	4.49306	[plato in the italian renaissance]	[author:hankins james]	[subject:intellectual life] [subject:influence literary artistic etc] [subject:renaissance]	[dewey:195]	[publisher:e j brill]
ocm30943688 	1992	new york	nyu	40.758896	-73.985130	[il rinascimento della fantasia piero della francesca e i tessuti del suo tempo renaissance of fantasy piero della francesca and the fabrics of his time]	[subject:textile fabrics renaissance]	[publisher:istituto italiano per il commercio estero]
ocm30966741 	1994	valència	sp	39.46975	-0.37739	[lectura de textos medievals i renaixentistes]	[author:romeu i figueras josep]	[subject:renaissance] [subject:civilization medieval in literature] [subject:catalan literature] [subject:literatur] [subject:aufsatzsammlung]	[publisher:institut universitari de filologia valenciana]
ocm30967303 	1914	london	enk	51.51334	-0.08901	[italian gardens of the renaissance and other studies]	[author:ady julia mary cartwright]	[subject:renaissance] [subject:gardens]	[publisher:smith elder & co]
ocm31004547 	1992	avignon	fr	43.94861	4.80833	[sienne en avignon ii parcours siennois peinture siennoise du moyen age et de la renaissance]	[author:moench scherer esther]	[subject:painting] [subject:painting renaissance] [subject:painting italian] [subject:painting gothic]	[publisher:musée du petit palais]
ocm31004826 	1990	san marino	sm	43.93333	12.45	[la cornice cinquecentesca di casole il restauro di una preziosa testimonianza del rinascimento a san marino san marino museo di s francesco 27 maggio 8 luglio 1990]	[author:michelotti francesca] [author:simoncini anna]	[subject:ausstellung] [subject:altarpieces] [subject:bilderrahmen] [subject:painting italian] [subject:altarblatt]	[publisher:museo di s francesco]
ocm31014252 	1994	venezia	it	43.96684	12.73197	[signore cortese e umanissimo viaggio intorno a ludovico ariosto]	[author:bentini jadranka]	[subject:arts italian] [subject:arts renaissance]	[publisher:marsilio]
ocm31051873 	1992	ferrara	it	44.90343	12.00472	[i poeti ferraresi nel rinascimento inglese]	[author:pursglove glyn]	[subject:poets italian] [subject:italian poetry] [subject:lyrik] [subject:englisch] [subject:english poetry]	[publisher:deputazione provinciale ferrarese di storia patria]
ocm31080675 	1993	münster	gw	48.6208	10.8981	[andrea del castagnos zyklus der uomini famosi und donne famose geschichtsverständnis und tugendideal im florentinischen frühhumanismus]	[author:hansmann martina]	[subject:humanismus] [subject:muurschilderingen] [subject:mural painting and decoration italian] [subject:uomini illustri] [subject:women in art] [subject:mural painting and decoration renaissance] [subject:freskomalerei] [subject:villa carducci pandolfini] [subject:men in art] [subject:wertorientierung]	[publisher:lit]
ocm31125496 	1993	firenze	it	45.63637	13.05136	[tempo d aversità gli affreschi dell altana di palazzo rucellai]	[author:malquori alessandra]	[subject:peinture et décoration murales de la renaissance] [subject:mural painting and decoration italian] [subject:peinture et décoration murales] [subject:mural painting and decoration renaissance] [subject:freskomalerei]	[publisher:l s olschki]
ocm31132099 	1995	new haven	ctu	44.74415	-104.84469	[painting in renaissance venice]	[author:humfrey peter]	[subject:peinture de la renaissance] [subject:schilderkunst] [subject:painting renaissance] [subject:painting italian] [subject:peinture italienne]	[publisher:yale university press]
ocm31133930 	1994	firenze	it	45.63637	13.05136	[firenze]	[author:luzi mario] [author:perugi liberto] [author:zeri federico]	[subject:art italian] [subject:art renaissance]	[publisher:octavo]
ocm31136198 	1993	firenze	it	45.63637	13.05136	[firenze nella pittura dal xiv al xvi secolo]	[author:savelli divo]	[subject:painting renaissance] [subject:vedute] [subject:painting italian]	[publisher:a gori]
ocm31167054 	1992	stuttgart	gw	48.77667	9.1775	[die villa als lebensform der italienischen renaissance]	[author:buck august]	[subject:architecture renaissance] [subject:terugkeer tot de natuur] [subject:renaissance] [subject:architecture domestic] [subject:leefmilieu]	[publisher:f steiner verlag wiesbaden]
ocm31167109 	1993	bologna	it	44.89688	11.98523	[itinerario critico fonti per la storia dell arte nel rinascimento]	[author:stefani chiara] [author:pigozzi marinella] [author:còccioli mastroviti anna]	[subject:art italian] [subject:art renaissance]	[publisher:clueb]
ocm31171724 	1995	new york	nyu	40.758896	-73.985130	[virtue and magnificence art of the italian renaissance courts]	[author:cole alison]	[subject:renaissance] [subject:hof] [subject:art italian] [subject:art de la renaissance] [subject:art and state] [subject:mécénat] [subject:art] [subject:art renaissance] [subject:art italien] [subject:beeldende kunsten] [subject:kunst] [subject:art patronage]	[publisher:h n abrams]
ocm31171762 	1994	milano	it	46.21023	10.82097	[rinascimento da brunelleschi a michelangelo la rappresentazione dell architettura]	[author:millon henry a] [author:magnago lampugnani vittorio]	[subject:arquitetura italia] [subject:architektur] [subject:stadtplanung] [subject:architectural models] [subject:architecture] [subject:architekturmodell] [subject:architecture renaissance] [subject:architecture in art] [subject:renaissance] [subject:arquitetura da renascenca]	[publisher:bompiani]
ocm31171809 	1992	münchen	gw	48.13452	11.571	[profane wand und deckenmalerei in süddeutschland im 16 jahrhundert und ihr verhältnis zur kunst italiens]	[author:kronthaler helmut]	[subject:wandmalerei] [subject:profanarchitektur] [subject:mural painting and decoration baroque] [subject:mural painting and decoration german] [subject:renaissance] [subject:deckenmalerei] [subject:mural painting and decoration italian] [subject:allegories] [subject:kunst]	[publisher:tuduv]
ocm31174953 	1994	england	enk	52.16045	-0.70312	[gentil madonna a vision of the italian renaissance]	[author:pacoloni giovanni] [author:santacroce francesco] [author:bell haver vincenzo] [author:ortiz diego] [author:nola gian domenico del giovane da] [author:lasso orlando di] [author:willaert adrian] [author:azzaiolo filippo] [author:gabrieli andrea] [author:festa sebastiano] [author:thomas bernard]	[subject:music]	[dewey:784.3]	[publisher:united]
ocm31209217 	1994	worms	gw	49.63265	8.36188	[das architekturmodell in italien 1335 1550]	[author:lepik andres]	[subject:architecture medieval] [subject:modellen] [subject:architectural models] [subject:architecture italienne] [subject:architecture renaissance] [subject:bouwkunst] [subject:architecture gothic] [subject:architecture de la renaissance]	[dewey:720.9]	[publisher:wernersche verlagsgesellschaft]
ocm31229887 	1962	milano	it	46.21023	10.82097	[gli affreschi del palazzo farnese di caprarola]	[author:faldo italo]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:silvana editorial d arte]
ocm31264090 	1971	italy	it	42.83333	12.83333	[la pittura marchigiana del 400]	[author:zampetti pietro]	[subject:painters] [subject:painting renaissance] [subject:painting italian]	[publisher:electa editrice]
ocm31267193 	1994	bologna	it	44.89688	11.98523	[florentine drawing at the time of lorenzo the magnificent papers from a colloquium held at the villa spelman florence 1992]	[author:cropper elizabeth]	[subject:tekenkunst] [subject:drawing italian] [subject:dessin de la renaissance] [subject:drawing renaissance] [subject:dessin italien] [subject:kongress] [subject:zeichnung]	[dewey:741.9]	[publisher:nuova alfa editoriale]
ocm31314025 	1993	roma	it	44.00484	12.65874	[il mito di cefalo e procri scena e iconografia nel rinascimento]	[author:lucignano marchegiani maria]	[subject:pastoral drama italian] [subject:cephalus greek mythology in literature] [subject:italian drama] [subject:p rocris greek mythology in literature]	[publisher:coletti]
ocm31315378 	1994	berlin	gw	48.70032	9.01699	[raffael und das altarbild der renaissance die pala baglioni als kunstwerk im sakralen kontext]	[author:raphael] [author:locher hubert]	[subject:beweinung christi] [subject:renaissance] [subject:retables de la renaissance] [subject:altaarstukken] [subject:art chrétien] [subject:burial of jesus christ] [subject:altarblatt] [subject:retables] [subject:altarpieces renaissance] [subject:altarpieces italian] [subject:christian art and symbolism]	[publisher:akademie verlag]
ocm31315463 	1992	roma	it	44.00484	12.65874	[conversazioni sotto la volta la nuova volta della cappella sistina e il manierismo romano fino al 1550]	[author:aletta anna]	[subject:maniérisme art] [subject:mannerism art] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:sinnos]
ocm31329105 	1992	milano	it	46.21023	10.82097	[la cornice italiana dal rinascimento al neoclassico]	[author:sabatelli franco] [author:zambrano patrizia] [author:colle enrico]	[subject:bilderrahmen] [subject:picture frames and framing] [subject:wood carving baroque] [subject:wood carving renaissance] [subject:lijsten omlijstingen]	[dewey:749]	[publisher:electa]
ocm31331293 	1995	cambridge	enk	52.2325	0.15836	[italian maiolica and incised slipware in the fitzwilliam museum cambridge]	[author:poole julia]	[subject:majolique] [subject:majolica] [subject:majolica medieval] [subject:majolica italian] [subject:majolica renaissance] [subject:fitzwilliam museum] [subject:slipware]	[dewey:738.309]	[publisher:cambridge university press]
ocm31335589 	1989	modena	it	44.65457	10.93026	[der verkauf an dresden dresden und modena aus der geschichte zweier galerien]	[author:winkler johannes]	[subject:painting] [subject:art patronage] [subject:painting renaissance] [subject:painting italian]	[publisher:edizioni panini]
ocm31338273 	1994	radda in chianti	it	43.48564	11.37813	[una cappella stradale affrescata del quattrocento l oratorio dei pianigiani a casanuova di ama nel chianti]	[author:stopani renato]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:mural painting and decoration]	[publisher:centro di studi chiantigiani clante]
ocm31338308 	1993	faenza	it	41.99741	13.49192	[l istoriato libri a stampa e maioliche italiane del cinquecento mostra salone sistino 12 giugno 26 settembre 93]	[author:ravanelli guidotti carmen] [author:gentilini anna rosa]	[subject:wood engraving] [subject:majolique] [subject:wood engraving italian] [subject:illustration des livres] [subject:céramique] [subject:majolica italian] [subject:vatican] [subject:livres illustrés] [subject:majolica renaissance]	[publisher:faenza editrice]
ocm31338708 	1993	napoli	it	40.87618	14.5195	[il modello e l esecuzione studi rinascimentali e manieristici]	[author:scrivano riccardo]	[subject:renaissance] [subject:italiaans] [subject:mannerism literature] [subject:maniërisme] [subject:italian literature] [subject:intellectual life] [subject:letterkunde]	[publisher:liguori]
ocm31340251 	1985	london	enk	51.51334	-0.08901	[gombrich on the renaissance volume 1 norm and form]	[author:gombrich e h]	[subject:art italian] [subject:art renaissance] [subject:composition art]	[dewey:709.02]	[publisher:phaidon press]
ocm31354044 	1959	lecce	it	40.35703	18.17202	[dal rinascimento all arcadia]	[author:bosco umberto]	[subject:italian literature]
ocm31368482 	1993	cagliari	it	39.2133	9.13033	[retabli sardinia sacred art of the fifteenth and sixteenth centuries arte sacra in sardegna nei secoli xv e xvi]	[subject:painting renaissance] [subject:art et symbolisme chrétiens] [subject:altarpieces italian] [subject:painting gothic]	[publisher:m & t sardegna]
ocm31382013 	1993	urbino	it	43.72976	12.63555	[battista sforza montefeltro una principessa nel rinascimento italiano]	[author:mazzanti bonvini marinella]	[subject:nobility]	[publisher:quattroventi]
ocm31388724 	1994	torino	it	44.8031	10.32804	[rinascimento inquieto]	[author:raimondi ezio]	[subject:italian literature]	[publisher:giulio einaudi]
ocm31419713 	1993	sacile	it	45.79432	13.1936	[francesco montemezzano in palazzo ragazzoni flangini billia arte storia e cultura nel giardino della serenissima mostra palazzo ragazzoni flangini billia 19 febbraio 19 marzo 1994]	[author:ganzer gilberto] [author:montemezzano francesco] [author:de feo roberto] [author:amendolagine francesco]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:peinture et décoration murales de la renaissance] [subject:sacile]	[publisher:città di sacile]
ocm31419777 	1994	brescia	it	45.52478	10.22727	[la madonna della fontana in casalmaggiore]	[author:muzzi gianbattista] [author:stipi giovanni]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:grafo]
ocm31425574 	1993	roma	it	44.00484	12.65874	[il ritratto nella pittura italiana del rinascimento]	[author:burckhardt jacob]	[subject:renaissance] [subject:bildnismalerei] [subject:portrait painting renaissance] [subject:portrait painting italian] [subject:geschichte 1350 1550] [subject:bildnis]	[publisher:bulzoni]
ocm31436697 	1993	frankfurt am main	gw	50.11035	8.67185	[die italienische bau und ornamentformen in der augsburger kunst zu beginn des 16 jahrhunderts]	[author:baer schneider claudia]	[subject:art italian] [subject:art renaissance] [subject:art german] [subject:beeldende kunsten] [subject:ornamentiek]	[publisher:p lang]
ocm31497457 	1993	verona	it	45.65902	12.54597	[villa della torre a fumane]	[author:sandrini arturo]	[subject:architecture renaissance] [subject:architecture italian] [subject:architecture domestic]	[publisher:banca agricola popolare di cerea]
ocm31503284 	1993	london	enk	51.51334	-0.08901	[gombrich on the renaissance]	[author:gombrich e h]	[subject:art italian] [subject:art] [subject:art renaissance] [subject:composition art] [subject:art de la renaissance]	[dewey:709.02]	[publisher:phaidon press]
ocm31512889 	1993	urbino	it	43.72976	12.63555	[maiolica per l architettura pavimenti e rivestimenti rinascimentali di urbino e del suo territorio]	[author:gardelli giuliana]	[subject:majolique] [subject:majolica italian] [subject:majolica renaissance] [subject:majolique de la renaissance]	[dewey:738]	[publisher:accademia raffaello]
ocm31513120 	1994	paris	fr	48.86	2.34444	[piero della francesca et giorgione problèmes d interprétation]	[author:gilbert creighton]	[subject:art de la renaissance] [subject:art italien]	[dewey:759.03]	[publisher:gérard monfort]
ocm31520295 	1994	milano	it	46.21023	10.82097	[tintoretto la scuola grande di san rocco]	[author:tintoretto] [author:romanelli giandomenico]	[subject:églises] [subject:scuola grande arciconfraternita di san rocco] [subject:muurschilderingen] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:christian art and symbolism]	[publisher:electa]
ocm31595369 	1994	milano	it	46.21023	10.82097	[disegno italiano antico artisti e opere dal quattrocento al settecento]	[author:di giampaolo mario]	[subject:drawing italian] [subject:dessin de la renaissance] [subject:dessin italien] [subject:kunstauktion] [subject:dessin] [subject:zeichnung]	[dewey:741]	[publisher:fenice 2000]
ocm31602209 	1994	madrid	sp	42.42866	-8.64367	[los leoni 1509 1608 escultores del renacimiento italiano al servicio de la corte de espan̓a 18 de mayo 12 de julio madrid 1994]	[subject:sculpture italian] [subject:escultura] [subject:medals] [subject:kings and rulers]	[publisher:museo del prado]
ocm31608468 	1994	milano	it	46.21023	10.82097	[jacopo tintoretto ritratti]	[author:tintoretto]	[subject:portretten] [subject:portrait painting renaissance] [subject:schilderijen] [subject:portrait painting italian]	[publisher:electa]
ocm31674929 	1899	new york	nyu	40.758896	-73.985130	[the florentine painters of the renaissance]	[author:berenson bernard]	[subject:painters italian] [subject:art renaissance]	[publisher:g p putnam s sons]
ocm31692595 	1994	london	enk	51.51334	-0.08901	[new interpretations of venetian renaissance painting]	[author:ames lewis francis]	[subject:peinture de la renaissance] [subject:painting renaissance] [subject:arts and crafts] [subject:painting italian] [subject:schilderkunst] [subject:history] [subject:kunstbeschouwing] [subject:peinture]	[publisher:birkbeck college university of london dept of history of art]
ocm31697520 	1994	ravenna	it	44.41916	12.20806	[rinascimento in controluce poeti pittori cortigiane e teatranti sul palcoscenico rinascimentale]	[author:padoan giorgio]	[subject:comédie italienne] [subject:renaissance] [subject:théâtre italien] [subject:vie artistique] [subject:italiaans] [subject:theater] [subject:théâtre genre littéraire] [subject:italian literature] [subject:literatur] [subject:kunst] [subject:letterkunde] [subject:italienisch]	[publisher:a longo]
ocm31701851 	1994	napoli	it	40.87618	14.5195	[la maiolica napoletana del rinascimento]	[author:donatone guido]	[subject:majolica italian] [subject:majolica renaissance] [subject:majolica]	[dewey:738.309]	[publisher:gemini arte]
ocm31707178 	1994	milan	it	45.38364	11.59961	[le stanze del cardinale monti 1635 1650 la collezione ricomposta]	[subject:peinture de la renaissance] [subject:peinture moderne] [subject:painting italian] [subject:milan] [subject:peinture]	[publisher:leonardo arte]
ocm31714558 	1991	helsingfors	fi	60.3694	24.60851	[myt och allegori italiensk gravyrkonst från renässansen och barocken 25 4 23 6 1991]	[subject:helsinki]	[publisher:museet för utländsk konst]
ocm31717651 	1994	florence	it	43.78645	11.24892	[italian painting thirteenth to sixteenth centuries]	[author:kustodieva t k]	[subject:painting medieval] [subject:peinture de la renaissance] [subject:painting renaissance] [subject:painting italian] [subject:peinture médiévale] [subject:schilderijen]	[dewey:759.9]	[publisher:giunti]
ocm31742048 	1994	los angeles	cau	34.19801	-118.26102	[italian panel painting of the early renaissance in the collection of the los angeles museum of art]	[author:fronek joseph] [author:caroselli susan l]	[subject:panel painting renaissance] [subject:panel painting italian] [subject:panelen schilderkunst] [subject:retables de la renaissance] [subject:peinture sur panneaux de la renaissance] [subject:panel painting] [subject:los angeles county museum of art] [subject:los angeles] [subject:schilderijen]	[publisher:los angeles county museum of art in association with the university of washington press]
ocm31742450 	1985	london	enk	51.51334	-0.08901	[gombrich on the renaissance volume 2 symbolic images]	[author:gombrich e h]	[subject:art italian] [subject:art renaissance] [subject:symbolism in art]	[dewey:709.02]	[publisher:phaidon]
ocm31751194 	1988	trento	it	45.49525	12.61503	[il magno palazzo di bernardo cles principe vescovo di trento]	[author:de gramatica francesca] [author:chini ezio]	[subject:art italian] [subject:art renaissance]	[publisher:provincia autonoma di trento servizio beni culturali museo provinciale d arte]
ocm31769361 	1886	florence	it	43.78645	11.24892	[guide de la galerie buonarroti]	[author:fabbrichesi ange]	[subject:art italian] [subject:art] [subject:art renaissance]	[publisher:typographie c ademollo et c ie aux frais de l éditeur]
